date,category,sales,sales_capped
2025-10-28,Clothing,948.65,948.65
2025-10-29,Clothing,990.96,990.96
2025-10-30,Clothing,1069.02,1069.02
2025-10-31,Clothing,1063.43,1063.43
2025-11-01,Clothing,1468.2,1468.2
2025-11-02,Clothing,1345.06,1345.06
2025-11-03,Clothing,1109.53,1109.53
2025-11-04,Clothing,989.74,989.74
2025-11-05,Clothing,1145.89,1145.89
2025-11-06,Clothing,1164.57,1164.57
2025-11-07,Clothing,1105.8,1105.8
2025-11-08,Clothing,1547.51,1547.51
2025-11-09,Clothing,1417.77,1417.77
2025-11-10,Clothing,1221.87,1221.87
2025-11-11,Clothing,1083.63,1083.63
2025-11-12,Clothing,1134.09,1134.09
2025-11-13,Clothing,1026.13,1026.13
2025-11-14,Clothing,1077.21,1077.21
2025-11-15,Clothing,1453.06,1453.06
2025-11-16,Clothing,1514.9,1514.9
2025-11-17,Clothing,1092.38,1092.38
2025-11-18,Clothing,1110.2,1110.2
2025-11-19,Clothing,1181.97,1181.97
2025-11-20,Clothing,1130.42,1130.42
2025-11-21,Clothing,1119.51,1119.51
2025-11-22,Clothing,1560.92,1560.92
2025-11-23,Clothing,1683.97,1683.97
2025-11-24,Clothing,2168.02,2168.02
2025-11-25,Clothing,2280.73,2280.73
2025-11-26,Clothing,2098.36,2098.36
2025-11-27,Clothing,2169.89,2169.89
2025-11-28,Clothing,2253.64,2253.64
2025-11-29,Clothing,3238.71,2307.32
2025-11-30,Clothing,3438.1,2307.32
2025-12-01,Clothing,1846.87,1846.87
2025-12-02,Clothing,1605.49,1605.49
2025-12-03,Clothing,1636.87,1636.87
2025-12-04,Clothing,1697.02,1697.02
2025-12-05,Clothing,1814.31,1814.31
2025-12-06,Clothing,2533.73,2307.32
2025-12-07,Clothing,2491.35,2307.32
2025-12-08,Clothing,2083.675,2083.675
2025-12-09,Clothing,1676.0,1676.0
2025-12-10,Clothing,1569.65,1569.65
2025-12-11,Clothing,1642.53,1642.53
2025-12-12,Clothing,1764.21,1764.21
2025-12-13,Clothing,2554.17,2307.32
2025-12-14,Clothing,2434.04,2307.32
2025-12-15,Clothing,1756.37,1756.37
2025-12-16,Clothing,1851.07,1851.07
2025-12-17,Clothing,1766.81,1766.81
2025-12-18,Clothing,1742.07,1742.07
2025-12-19,Clothing,1800.52,1800.52
2025-12-20,Clothing,2574.29,2307.32
2025-12-21,Clothing,2552.11,2307.32
2025-12-22,Clothing,1741.26,1741.26
2025-12-23,Clothing,1750.95,1750.95
2025-12-24,Clothing,1784.78,1784.78
2025-12-25,Clothing,1162.49,1162.49
2025-12-26,Clothing,1277.29,1277.29
2025-12-27,Clothing,1743.16,1743.16
2025-12-28,Clothing,1757.3,1757.3
2025-12-29,Clothing,1324.18,1324.18
2025-12-30,Clothing,1298.9,1298.9
2025-12-31,Clothing,1290.81,1290.81
2024-01-01,Electronics,1582.87,1582.87
2024-01-02,Electronics,1455.83,1455.83
2024-01-03,Electronics,1488.02,1488.02
2024-01-04,Electronics,1512.68,1512.68
2024-01-05,Electronics,1763.2,1763.2
2024-01-06,Electronics,2013.72,2013.72
2024-01-07,Electronics,2015.93,2015.93
2024-01-08,Electronics,1390.8,1390.8
2024-01-09,Electronics,1558.9,1558.9
2024-01-10,Electronics,1535.53,1535.53
2024-01-11,Electronics,1463.55,1463.55
2024-01-12,Electronics,1492.27,1492.27
2024-01-13,Electronics,2058.15,2058.15
2024-01-14,Electronics,2013.71,2013.71
2024-01-15,Electronics,1491.94,1491.94
2024-01-16,Electronics,1420.44,1420.44
2024-01-17,Electronics,1541.96,1541.96
2024-01-18,Electronics,1517.08,1517.08
2024-01-19,Electronics,1526.98,1526.98
2024-01-20,Electronics,1944.67,1944.67
2024-01-21,Electronics,2136.02,2136.02
2024-01-22,Electronics,1521.85,1521.85
2024-01-23,Electronics,1489.88,1489.88
2024-01-24,Electronics,1635.28,1635.28
2024-01-25,Electronics,1511.14,1511.14
2024-01-26,Electronics,1427.08,1427.08
2024-01-27,Electronics,2014.5,2014.5
2024-01-28,Electronics,1901.4,1901.4
2024-01-29,Electronics,1577.29,1577.29
2024-01-30,Electronics,1489.24,1489.24
2024-01-31,Electronics,1469.48,1469.48
2024-02-01,Electronics,1578.1,1578.1
2024-02-02,Electronics,1414.32,1414.32
2024-02-03,Electronics,2067.65,2067.65
2024-02-04,Electronics,1910.71,1910.71
2024-02-05,Electronics,1472.02,1472.02
2024-02-06,Electronics,1438.79,1438.79
2024-02-07,Electronics,1597.96,1597.96
2024-02-08,Electronics,1615.32,1615.32
2024-02-09,Electronics,1488.62,1488.62
2024-02-10,Electronics,2076.93,2076.93
2024-02-11,Electronics,2013.94,2013.94
2024-02-12,Electronics,1539.05,1539.05
2024-02-13,Electronics,1458.49,1458.49
2024-02-14,Electronics,1399.77,1399.77
2024-02-15,Electronics,1461.0,1461.0
2024-02-16,Electronics,1522.23,1522.23
2024-02-17,Electronics,2146.76,2146.76
2024-02-18,Electronics,2025.55,2025.55
2024-02-19,Electronics,1462.64,1462.64
2024-02-20,Electronics,1483.585,1483.585
2024-02-21,Electronics,1504.53,1504.53
2024-02-22,Electronics,1494.36,1494.36
2024-02-23,Electronics,1501.33,1501.33
2024-02-24,Electronics,1984.11,1984.11
2024-02-25,Electronics,1970.24,1970.24
2024-02-26,Electronics,1393.33,1393.33
2024-02-27,Electronics,1507.12,1507.12
2024-02-28,Electronics,1468.87,1468.87
2024-02-29,Electronics,1543.6,1543.6
2024-03-01,Electronics,17367.36,3148.7650000000003
2024-03-02,Electronics,1852.89,1852.89
2024-03-03,Electronics,1957.38,1957.38
2024-03-04,Electronics,1563.14,1563.14
2024-03-05,Electronics,1435.28,1435.28
2024-03-06,Electronics,1401.95,1401.95
2024-03-07,Electronics,1380.72,1380.72
2024-03-08,Electronics,1386.26,1386.26
2024-03-09,Electronics,1919.98,1919.98
2024-03-10,Electronics,1862.67,1862.67
2024-03-11,Electronics,1529.53,1529.53
2024-03-12,Electronics,1419.4,1419.4
2024-03-13,Electronics,1439.51,1439.51
2024-03-14,Electronics,1515.86,1515.86
2024-03-15,Electronics,1516.28,1516.28
2024-03-16,Electronics,1891.92,1891.92
2024-03-17,Electronics,1919.55,1919.55
2024-03-18,Electronics,1459.42,1459.42
2024-03-19,Electronics,1400.05,1400.05
2024-03-20,Electronics,1301.21,1301.21
2024-03-21,Electronics,1443.38,1443.38
2024-03-22,Electronics,1453.93,1453.93
2024-03-23,Electronics,1892.84,1892.84
2024-03-24,Electronics,1806.99,1806.99
2024-03-25,Electronics,1376.74,1376.74
2024-03-26,Electronics,1349.05,1349.05
2024-03-27,Electronics,1362.47,1362.47
2024-03-28,Electronics,1454.19,1454.19
2024-03-29,Electronics,1464.03,1464.03
2024-03-30,Electronics,1868.41,1868.41
2024-03-31,Electronics,1855.3,1855.3
2024-04-01,Electronics,1400.29,1400.29
2024-04-02,Electronics,1354.7,1354.7
2024-04-03,Electronics,1346.61,1346.61
2024-04-04,Electronics,1306.42,1306.42
2024-04-05,Electronics,1339.15,1339.15
2024-04-06,Electronics,1921.93,1921.93
2024-04-07,Electronics,1832.35,1832.35
2024-04-08,Electronics,1564.475,1564.475
2024-04-09,Electronics,1296.6,1296.6
2024-04-10,Electronics,1268.6,1268.6
2024-04-11,Electronics,1338.47,1338.47
2024-04-12,Electronics,1335.01,1335.01
2024-04-13,Electronics,1656.26,1656.26
2024-04-14,Electronics,1765.73,1765.73
2024-04-15,Electronics,1263.82,1263.82
2024-04-16,Electronics,1379.06,1379.06
2024-04-17,Electronics,1298.32,1298.32
2024-04-18,Electronics,1387.42,1387.42
2024-04-19,Electronics,1252.32,1252.32
2024-04-20,Electronics,1481.21,1481.21
2024-04-21,Electronics,1710.1,1710.1
2024-04-22,Electronics,1329.47,1329.47
2024-04-23,Electronics,1295.51,1295.51
2024-04-24,Electronics,1182.98,1182.98
2024-04-25,Electronics,1263.41,1263.41
2024-04-26,Electronics,1249.21,1249.21
2024-04-27,Electronics,1628.18,1628.18
2024-04-28,Electronics,1608.7,1608.7
2024-04-29,Electronics,1339.12,1339.12
2024-04-30,Electronics,1206.32,1206.32
2024-05-01,Electronics,1174.48,1174.48
2024-05-02,Electronics,1258.97,1258.97
2024-05-03,Electronics,1224.11,1224.11
2024-05-04,Electronics,1605.35,1605.35
2024-05-05,Electronics,1650.57,1650.57
2024-05-06,Electronics,1232.26,1232.26
2024-05-07,Electronics,1220.28,1220.28
2024-05-08,Electronics,1252.02,1252.02
2024-05-09,Electronics,1206.84,1206.84
2024-05-10,Electronics,1148.48,1148.48
2024-05-11,Electronics,1545.36,1545.36
2024-05-12,Electronics,1529.87,1529.87
2024-05-13,Electronics,1185.27,1185.27
2024-05-14,Electronics,1103.8,1103.8
2024-05-15,Electronics,1054.36,1054.36
2024-05-16,Electronics,1165.45,1165.45
2024-05-17,Electronics,1075.87,1075.87
2024-05-18,Electronics,1409.09,1409.09
2024-05-19,Electronics,1542.96,1542.96
2024-05-20,Electronics,1101.31,1101.31
2024-05-21,Electronics,1169.8,1169.8
2024-05-22,Electronics,1104.27,1104.27
2024-05-23,Electronics,1064.95,1064.95
2024-05-24,Electronics,1053.84,1053.84
2024-05-25,Electronics,1456.98,1456.98
2024-05-26,Electronics,1466.24,1466.24
2024-05-27,Electronics,1067.89,1067.89
2024-05-28,Electronics,1096.81,1096.81
2024-05-29,Electronics,1017.95,1017.95
2024-05-30,Electronics,1107.47,1107.47
2024-05-31,Electronics,995.52,995.52
2024-06-01,Electronics,1441.09,1441.09
2024-06-02,Electronics,1489.83,1489.83
2024-06-03,Electronics,1158.61,1158.61
2024-06-04,Electronics,1192.73,1192.73
2024-06-05,Electronics,993.32,993.32
2024-06-06,Electronics,1073.1200000000001,1073.1200000000001
2024-06-07,Electronics,1152.92,1152.92
2024-06-08,Electronics,1480.15,1480.15
2024-06-09,Electronics,1361.41,1361.41
2024-06-10,Electronics,1096.5,1096.5
2024-06-11,Electronics,1180.61,1180.61
2024-06-12,Electronics,976.45,976.45
2024-06-13,Electronics,1092.22,1092.22
2024-06-14,Electronics,1127.79,1127.79
2024-06-15,Electronics,1352.38,1352.38
2024-06-16,Electronics,1425.65,1425.65
2024-06-17,Electronics,989.49,989.49
2024-06-18,Electronics,1002.72,1002.72
2024-06-19,Electronics,1000.2,1000.2
2024-06-20,Electronics,1058.62,1058.62
2024-06-21,Electronics,1039.56,1039.56
2024-06-22,Electronics,1429.0,1429.0
2024-06-23,Electronics,1312.54,1312.54
2024-06-24,Electronics,1031.4,1031.4
2024-06-25,Electronics,1095.18,1095.18
2024-06-26,Electronics,1069.49,1069.49
2024-06-27,Electronics,954.76,954.76
2024-06-28,Electronics,1072.64,1072.64
2024-06-29,Electronics,1325.73,1325.73
2024-06-30,Electronics,1375.52,1375.52
2024-07-01,Electronics,1046.7,1046.7
2024-07-02,Electronics,1100.63,1100.63
2024-07-03,Electronics,1033.36,1033.36
2024-07-04,Electronics,914.12,914.12
2024-07-05,Electronics,942.22,942.22
2024-07-06,Electronics,1386.41,1386.41
2024-07-07,Electronics,1325.8,1325.8
2024-07-08,Electronics,1090.4,1090.4
2024-07-09,Electronics,1037.93,1037.93
2024-07-10,Electronics,976.08,976.08
2024-07-11,Electronics,973.955,973.955
2024-07-12,Electronics,971.83,971.83
2024-07-13,Electronics,1213.14,1213.14
2024-07-14,Electronics,1459.7,1459.7
2024-07-15,Electronics,905.16,905.16
2024-07-16,Electronics,1058.0,1058.0
2024-07-17,Electronics,1076.26,1076.26
2024-07-18,Electronics,1028.95,1028.95
2024-07-19,Electronics,919.41,919.41
2024-07-20,Electronics,1396.75,1396.75
2024-07-21,Electronics,1249.77,1249.77
2024-07-22,Electronics,941.18,941.18
2024-07-23,Electronics,1000.74,1000.74
2024-07-24,Electronics,1070.48,1070.48
2024-07-25,Electronics,1042.0,1042.0
2024-07-26,Electronics,1073.54,1073.54
2024-07-27,Electronics,1314.66,1314.66
2024-07-28,Electronics,1332.2,1332.2
2024-07-29,Electronics,959.92,959.92
2024-07-30,Electronics,1010.4,1010.4
2024-07-31,Electronics,1066.35,1066.35
2024-08-01,Electronics,1014.21,1014.21
2024-08-02,Electronics,1062.25,1062.25
2024-08-03,Electronics,1318.16,1318.16
2024-08-04,Electronics,1319.09,1319.09
2024-08-05,Electronics,1041.17,1041.17
2024-08-06,Electronics,1029.0,1029.0
2024-08-07,Electronics,1078.19,1078.19
2024-08-08,Electronics,1055.39,1055.39
2024-08-09,Electronics,1151.24,1151.24
2024-08-10,Electronics,1356.41,1356.41
2024-08-11,Electronics,1358.84,1358.84
2024-08-12,Electronics,991.31,991.31
2024-08-13,Electronics,1057.55,1057.55
2024-08-14,Electronics,1099.7,1099.7
2024-08-15,Electronics,1016.94,1016.94
2024-08-16,Electronics,1061.09,1061.09
2024-08-17,Electronics,1435.28,1435.28
2024-08-18,Electronics,1388.22,1388.22
2024-08-19,Electronics,1041.53,1041.53
2024-08-20,Electronics,1134.1,1134.1
2024-08-21,Electronics,1084.64,1084.64
2024-08-22,Electronics,1105.8,1105.8
2024-08-23,Electronics,1155.55,1155.55
2024-08-24,Electronics,1488.78,1488.78
2024-08-25,Electronics,1403.62,1403.62
2024-08-26,Electronics,1063.98,1063.98
2024-08-27,Electronics,1116.12,1116.12
2024-08-28,Electronics,1094.73,1094.73
2024-08-29,Electronics,992.41,992.41
2024-08-30,Electronics,1186.7,1186.7
2024-08-31,Electronics,1454.06,1454.06
2024-09-01,Electronics,1502.15,1502.15
2024-09-02,Electronics,1051.54,1051.54
2024-09-03,Electronics,1203.25,1203.25
2024-09-04,Electronics,1094.78,1094.78
2024-09-05,Electronics,1074.595,1074.595
2024-09-06,Electronics,1054.41,1054.41
2024-09-07,Electronics,1480.26,1480.26
2024-09-08,Electronics,1482.17,1482.17
2024-09-09,Electronics,1140.47,1140.47
2024-09-10,Electronics,1182.38,1182.38
2024-09-11,Electronics,1164.24,1164.24
2024-09-12,Electronics,1223.76,1223.76
2024-09-13,Electronics,1141.78,1141.78
2024-09-14,Electronics,1471.95,1471.95
2024-09-15,Electronics,1536.79,1536.79
2024-09-16,Electronics,1221.86,1221.86
2024-09-17,Electronics,1263.7,1263.7
2024-09-18,Electronics,1242.77,1242.77
2024-09-19,Electronics,1092.97,1092.97
2024-09-20,Electronics,1226.53,1226.53
2024-09-21,Electronics,1664.29,1664.29
2024-09-22,Electronics,1587.09,1587.09
2024-09-23,Electronics,1188.25,1188.25
2024-09-24,Electronics,1242.94,1242.94
2024-09-25,Electronics,1199.42,1199.42
2024-09-26,Electronics,1273.23,1273.23
2024-09-27,Electronics,1239.4,1239.4
2024-09-28,Electronics,1708.12,1708.12
2024-09-29,Electronics,1661.55,1661.55
2024-09-30,Electronics,1212.86,1212.86
2024-10-01,Electronics,1298.01,1298.01
2024-10-02,Electronics,1323.36,1323.36
2024-10-03,Electronics,1238.59,1238.59
2024-10-04,Electronics,1252.67,1252.67
2024-10-05,Electronics,1536.4,1536.4
2024-10-06,Electronics,1736.23,1736.23
2024-10-07,Electronics,1259.68,1259.68
2024-10-08,Electronics,1173.22,1173.22
2024-10-09,Electronics,1200.08,1200.08
2024-10-10,Electronics,1298.48,1298.48
2024-10-11,Electronics,1363.18,1363.18
2024-10-12,Electronics,1721.16,1721.16
2024-10-13,Electronics,1762.31,1762.31
2024-10-14,Electronics,1268.56,1268.56
2024-10-15,Electronics,1259.9,1259.9
2024-10-16,Electronics,1399.26,1399.26
2024-10-17,Electronics,1381.39,1381.39
2024-10-18,Electronics,1355.79,1355.79
2024-10-19,Electronics,1856.16,1856.16
2024-10-20,Electronics,1729.73,1729.73
2024-10-21,Electronics,1349.69,1349.69
2024-10-22,Electronics,1442.25,1442.25
2024-10-23,Electronics,1496.7,1496.7
2024-10-24,Electronics,1392.69,1392.69
2024-10-25,Electronics,1498.72,1498.72
2024-10-26,Electronics,1796.05,1796.05
2024-10-27,Electronics,1859.53,1859.53
2024-10-28,Electronics,1592.565,1592.565
2024-10-29,Electronics,1325.6,1325.6
2024-10-30,Electronics,1406.94,1406.94
2024-10-31,Electronics,1488.28,1488.28
2024-11-01,Electronics,1429.1,1429.1
2024-11-02,Electronics,1880.46,1880.46
2024-11-03,Electronics,1975.68,1975.68
2024-11-04,Electronics,1379.96,1379.96
2024-11-05,Electronics,1370.7,1370.7
2024-11-06,Electronics,1426.9,1426.9
2024-11-07,Electronics,1399.91,1399.91
2024-11-08,Electronics,1558.03,1558.03
2024-11-09,Electronics,1954.58,1954.58
2024-11-10,Electronics,1891.35,1891.35
2024-11-11,Electronics,1456.83,1456.83
2024-11-12,Electronics,1670.79,1670.79
2024-11-13,Electronics,1467.91,1467.91
2024-11-14,Electronics,1464.15,1464.15
2024-11-15,Electronics,1533.45,1533.45
2024-11-16,Electronics,2023.74,2023.74
2024-11-17,Electronics,2005.62,2005.62
2024-11-18,Electronics,1476.42,1476.42
2024-11-19,Electronics,1466.55,1466.55
2024-11-20,Electronics,1577.0,1577.0
2024-11-21,Electronics,1543.06,1543.06
2024-11-22,Electronics,1452.86,1452.86
2024-11-23,Electronics,2102.64,2102.64
2024-11-24,Electronics,4295.82,3148.7650000000003
2024-11-25,Electronics,3194.25,3148.7650000000003
2024-11-26,Electronics,3203.02,3148.7650000000003
2024-11-27,Electronics,3242.35,3148.7650000000003
2024-11-28,Electronics,3196.95,3148.7650000000003
2024-11-29,Electronics,3166.87,3148.7650000000003
2024-11-30,Electronics,4346.48,3148.7650000000003
2024-12-01,Electronics,3124.5,3124.5
2024-12-02,Electronics,2460.83,2460.83
2024-12-03,Electronics,2357.69,2357.69
2024-12-04,Electronics,2444.89,2444.89
2024-12-05,Electronics,2449.28,2449.28
2024-12-06,Electronics,2570.86,2570.86
2024-12-07,Electronics,3199.42,3148.7650000000003
2024-12-08,Electronics,3186.65,3148.7650000000003
2024-12-09,Electronics,2443.98,2443.98
2024-12-10,Electronics,2421.4,2421.4
2024-12-11,Electronics,2459.4,2459.4
2024-12-12,Electronics,2525.89,2525.89
2024-12-13,Electronics,2552.7,2552.7
2024-12-14,Electronics,3417.71,3148.7650000000003
2024-12-15,Electronics,3281.18,3148.7650000000003
2024-12-16,Electronics,2681.25,2681.25
2024-12-17,Electronics,2647.16,2647.16
2024-12-18,Electronics,2521.18,2521.18
2024-12-19,Electronics,2400.96,2400.96
2024-12-20,Electronics,2538.39,2538.39
2024-12-21,Electronics,3369.85,3148.7650000000003
2024-12-22,Electronics,3233.65,3148.7650000000003
2024-12-23,Electronics,2561.86,2561.86
2024-12-24,Electronics,2549.85,2549.85
2024-12-25,Electronics,1637.49,1637.49
2024-12-26,Electronics,1725.07,1725.07
2024-12-27,Electronics,1750.55,1750.55
2024-12-28,Electronics,2180.23,2180.23
2024-12-29,Electronics,2226.46,2226.46
2024-12-30,Electronics,1658.72,1658.72
2024-12-31,Electronics,1653.25,1653.25
2025-01-01,Electronics,1705.81,1705.81
2025-01-02,Electronics,1734.79,1734.79
2025-01-03,Electronics,1671.85,1671.85
2025-01-04,Electronics,2095.26,2095.26
2025-01-05,Electronics,2265.84,2265.84
2025-01-06,Electronics,1616.14,1616.14
2025-01-07,Electronics,1721.17,1721.17
2025-01-08,Electronics,1822.43,1822.43
2025-01-09,Electronics,1716.43,1716.43
2025-01-10,Electronics,1647.71,1647.71
2025-01-11,Electronics,2156.28,2156.28
2025-01-12,Electronics,2315.98,2315.98
2025-01-13,Electronics,1722.55,1722.55
2025-01-14,Electronics,1757.26,1757.26
2025-01-15,Electronics,1781.68,1781.68
2025-01-16,Electronics,1724.3,1724.3
2025-01-17,Electronics,1709.77,1709.77
2025-01-18,Electronics,2197.21,2197.21
2025-01-19,Electronics,2070.06,2070.06
2025-01-20,Electronics,1639.81,1639.81
2025-01-21,Electronics,1727.41,1727.41
2025-01-22,Electronics,1721.67,1721.67
2025-01-23,Electronics,1756.92,1756.92
2025-01-24,Electronics,1725.53,1725.53
2025-01-25,Electronics,2267.84,2267.84
2025-01-26,Electronics,2305.67,2305.67
2025-01-27,Electronics,1680.77,1680.77
2025-01-28,Electronics,1716.72,1716.72
2025-01-29,Electronics,1754.46,1754.46
2025-01-30,Electronics,1792.2,1792.2
2025-01-31,Electronics,1735.94,1735.94
2025-02-01,Electronics,2286.04,2286.04
2025-02-02,Electronics,2348.49,2348.49
2025-02-03,Electronics,1797.3,1797.3
2025-02-04,Electronics,1728.38,1728.38
2025-02-05,Electronics,1778.62,1778.62
2025-02-06,Electronics,1644.74,1644.74
2025-02-07,Electronics,1755.87,1755.87
2025-02-08,Electronics,2257.58,2257.58
2025-02-09,Electronics,2150.63,2150.63
2025-02-10,Electronics,1807.16,1807.16
2025-02-11,Electronics,1683.54,1683.54
2025-02-12,Electronics,1765.56,1765.56
2025-02-13,Electronics,1698.06,1698.06
2025-02-14,Electronics,1781.48,1781.48
2025-02-15,Electronics,2314.96,2314.96
2025-02-16,Electronics,2184.12,2184.12
2025-02-17,Electronics,1625.39,1625.39
2025-02-18,Electronics,1707.62,1707.62
2025-02-19,Electronics,1764.65,1764.65
2025-02-20,Electronics,1689.56,1689.56
2025-02-21,Electronics,1673.08,1673.08
2025-02-22,Electronics,2247.14,2247.14
2025-02-23,Electronics,2049.11,2049.11
2025-02-24,Electronics,1663.71,1663.71
2025-02-25,Electronics,1618.32,1618.32
2025-02-26,Electronics,1716.71,1716.71
2025-02-27,Electronics,1652.45,1652.45
2025-02-28,Electronics,1627.25,1627.25
2025-03-01,Electronics,2173.21,2173.21
2025-03-02,Electronics,2102.6,2102.6
2025-03-03,Electronics,1685.54,1685.54
2025-03-04,Electronics,1642.64,1642.64
2025-03-05,Electronics,1658.12,1658.12
2025-03-06,Electronics,1634.86,1634.86
2025-03-07,Electronics,1729.68,1729.68
2025-03-08,Electronics,2159.86,2159.86
2025-03-09,Electronics,2193.5,2193.5
2025-03-10,Electronics,1694.51,1694.51
2025-03-11,Electronics,1614.16,1614.16
2025-03-12,Electronics,1693.47,1693.47
2025-03-13,Electronics,1676.91,1676.91
2025-03-14,Electronics,1671.41,1671.41
2025-03-15,Electronics,2110.26,2110.26
2025-03-16,Electronics,2103.66,2103.66
2025-03-17,Electronics,1689.28,1689.28
2025-03-18,Electronics,1769.47,1769.47
2025-03-19,Electronics,1585.11,1585.11
2025-03-20,Electronics,1663.29,1663.29
2025-03-21,Electronics,1605.51,1605.51
2025-03-22,Electronics,2145.43,2145.43
2025-03-23,Electronics,2119.25,2119.25
2025-03-24,Electronics,1679.6,1679.6
2025-03-25,Electronics,1444.38,1444.38
2025-03-26,Electronics,1572.04,1572.04
2025-03-27,Electronics,1544.81,1544.81
2025-03-28,Electronics,1593.58,1593.58
2025-03-29,Electronics,2016.0,2016.0
2025-03-30,Electronics,2015.2,2015.2
2025-03-31,Electronics,1628.61,1628.61
2025-04-01,Electronics,1697.63,1697.63
2025-04-02,Electronics,1409.86,1409.86
2025-04-03,Electronics,1556.41,1556.41
2025-04-04,Electronics,1589.48,1589.48
2025-04-05,Electronics,2018.38,2018.38
2025-04-06,Electronics,1991.33,1991.33
2025-04-07,Electronics,1476.54,1476.54
2025-04-08,Electronics,1496.8,1496.8
2025-04-09,Electronics,1592.45,1592.45
2025-04-10,Electronics,1609.06,1609.06
2025-04-11,Electronics,1545.87,1545.87
2025-04-12,Electronics,1924.82,1924.82
2025-04-13,Electronics,1974.47,1974.47
2025-04-14,Electronics,1512.22,1512.22
2025-04-15,Electronics,1554.85,1554.85
2025-04-16,Electronics,1524.68,1524.68
2025-04-17,Electronics,1475.74,1475.74
2025-04-18,Electronics,1519.95,1519.95
2025-04-19,Electronics,1860.04,1860.04
2025-04-20,Electronics,1973.65,1973.65
2025-04-21,Electronics,1565.78,1565.78
2025-04-22,Electronics,1419.57,1419.57
2025-04-23,Electronics,1510.98,1510.98
2025-04-24,Electronics,1421.68,1421.68
2025-04-25,Electronics,1540.89,1540.89
2025-04-26,Electronics,1940.48,1940.48
2025-04-27,Electronics,1866.06,1866.06
2025-04-28,Electronics,1522.63,1522.63
2025-04-29,Electronics,1432.53,1432.53
2025-04-30,Electronics,1415.28,1415.28
2025-05-01,Electronics,1415.22,1415.22
2025-05-02,Electronics,1436.39,1436.39
2025-05-03,Electronics,1822.58,1822.58
2025-05-04,Electronics,1844.99,1844.99
2025-05-05,Electronics,1394.5,1394.5
2025-05-06,Electronics,1472.85,1472.85
2025-05-07,Electronics,1483.8,1483.8
2025-05-08,Electronics,1388.39,1388.39
2025-05-09,Electronics,1328.14,1328.14
2025-05-10,Electronics,1842.2,1842.2
2025-05-11,Electronics,1861.03,1861.03
2025-05-12,Electronics,1391.0,1391.0
2025-05-13,Electronics,1319.33,1319.33
2025-05-14,Electronics,1408.29,1408.29
2025-05-15,Electronics,1479.56,1479.56
2025-05-16,Electronics,1271.32,1271.32
2025-05-17,Electronics,1785.93,1785.93
2025-05-18,Electronics,1732.69,1732.69
2025-05-19,Electronics,1320.25,1320.25
2025-05-20,Electronics,1397.46,1397.46
2025-05-21,Electronics,1285.65,1285.65
2025-05-22,Electronics,1377.45,1377.45
2025-05-23,Electronics,1434.52,1434.52
2025-05-24,Electronics,1728.73,1728.73
2025-05-25,Electronics,1660.19,1660.19
2025-05-26,Electronics,1237.53,1237.53
2025-05-27,Electronics,1263.65,1263.65
2025-05-28,Electronics,1226.42,1226.42
2025-05-29,Electronics,1429.26,1429.26
2025-05-30,Electronics,1314.74,1314.74
2025-05-31,Electronics,1619.3,1619.3
2025-06-01,Electronics,1599.23,1599.23
2025-06-02,Electronics,1255.3,1255.3
2025-06-03,Electronics,1295.84,1295.84
2025-06-04,Electronics,1235.74,1235.74
2025-06-05,Electronics,1248.595,1248.595
2025-06-06,Electronics,1261.45,1261.45
2025-06-07,Electronics,1602.52,1602.52
2025-06-08,Electronics,1663.62,1663.62
2025-06-09,Electronics,1384.2,1384.2
2025-06-10,Electronics,1373.68,1373.68
2025-06-11,Electronics,1262.12,1262.12
2025-06-12,Electronics,1303.93,1303.93
2025-06-13,Electronics,1294.84,1294.84
2025-06-14,Electronics,1652.86,1652.86
2025-06-15,Electronics,1632.72,1632.72
2025-06-16,Electronics,1221.52,1221.52
2025-06-17,Electronics,1200.1,1200.1
2025-06-18,Electronics,1283.88,1283.88
2025-06-19,Electronics,1200.04,1200.04
2025-06-20,Electronics,1350.62,1350.62
2025-06-21,Electronics,1599.65,1599.65
2025-06-22,Electronics,1532.69,1532.69
2025-06-23,Electronics,1243.33,1243.33
2025-06-24,Electronics,1230.27,1230.27
2025-06-25,Electronics,1251.0,1251.0
2025-06-26,Electronics,1313.87,1313.87
2025-06-27,Electronics,1168.77,1168.77
2025-06-28,Electronics,1466.39,1466.39
2025-06-29,Electronics,1596.47,1596.47
2025-06-30,Electronics,1240.25,1240.25
2025-07-01,Electronics,1259.33,1259.33
2025-07-02,Electronics,1274.94,1274.94
2025-07-03,Electronics,1236.21,1236.21
2025-07-04,Electronics,1293.95,1293.95
2025-07-05,Electronics,1511.39,1511.39
2025-07-06,Electronics,1567.36,1567.36
2025-07-07,Electronics,1193.32,1193.32
2025-07-08,Electronics,1174.6,1174.6
2025-07-09,Electronics,1278.65,1278.65
2025-07-10,Electronics,1275.27,1275.27
2025-07-11,Electronics,1124.1,1124.1
2025-07-12,Electronics,1489.77,1489.77
2025-07-13,Electronics,1573.95,1573.95
2025-07-14,Electronics,1303.84,1303.84
2025-07-15,Electronics,1199.51,1199.51
2025-07-16,Electronics,1228.37,1228.37
2025-07-17,Electronics,1154.62,1154.62
2025-07-18,Electronics,1390.18,1390.18
2025-07-19,Electronics,1583.49,1583.49
2025-07-20,Electronics,1608.83,1608.83
2025-07-21,Electronics,1279.87,1279.87
2025-07-22,Electronics,1296.84,1296.84
